GEOID10	P0010001	P0010002	P0010003	P0010004	P0010005	P0010006	P0010007	P0010008	P0010009	P0010010	P0010011	P0010012	P0010013	P0010014	P0010015	P0010016	P0010017	P0010018	P0010019	P0010020	P0010021	P0010022	P0010023	P0010024	P0010025	P0010026	P0010027	P0010028	P0010029	P0010030	P0010031	P0010032	P0010033	P0010034	P0010035	P0010036	P0010037	P0010038	P0010039	P0010040	P0010041	P0010042	P0010043	P0010044	P0010045	P0010046	P0010047	P0010048	P0010049	P0010050	P0010051	P0010052	P0010053	P0010054	P0010055	P0010056	P0010057	P0010058	P0010059	P0010060	P0010061	P0010062	P0010063	P0010064	P0010065	P0010066	P0010067	P0010068	P0010069	P0010070	P0010071	QGIS_Area	Limit_Area	%_Seguin	Neighbors
481872108011026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86E-07	2.86E-07	0.9999999997	481872108011030, 481872108011027, 481872108011005, 481872108011031, 481872108011020
481872108011067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37E-06	2.37E-06	1	481872108011068, 481872108013023, 481872108013000, 481872108011055, 481872108011066, 481872108011070, 481872108011060, 481872108013001
481872108041035	22	21	20	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001305778805	3.56E-05	0.2729882078	481872108041036, 481872108041022
481872103002017	44	43	27	1	0	0	0	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-06	1.00E-06	0.9999999999	481872103002018, 481872103002014, 481872103002016, 481872103002022, 481872103002021
481872103002024	18	18	11	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35E-06	1.35E-06	1	481872103002023, 481872103002033, 481872103002025, 481872103002020, 481872103002035, 481872103002022, 481872103002021
481872105041063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-06	2.16E-06	1	481872105041062, 481872105041066, 481872105041067, 481872105041070, 481872105041065, 481872105041071
481872102002005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10E-07	1.10E-07	0.9999999996	481872105041022, 481872105041069, 481872102002007, 481872102001004, 481872102002004, 481872102001003, 481872102002006, 481872105041068
481872109022003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67E-06	1.67E-06	1	481872109022000, 481872109022002, 481872109022001, 481872105042031
481872108013011	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26E-06	2.26E-06	1	481872108013006, 481872108013007, 481872108013021, 481872108013010
481872102001024	24	19	6	8	0	0	0	5	5	5	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20E-06	1.20E-06	1	481872102001011, 481872102001025, 481872102001020, 481872102001013, 481872102001023, 481872102001026, 481872102001014, 481872102001022, 481872102001012
481872102001011	32	32	22	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79E-06	1.79E-06	0.9999999999	481872102001024, 481872102001025, 481872101001022, 481872102001012, 481872102001009, 481872102001010, 481872101001017
481872102001025	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.38E-07	6.38E-07	0.9999999999	481872101001023, 481872102001024, 481872102001011, 481872101001022, 481872102001023, 481872102001026, 481872102001012
481872102001031	66	66	35	21	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72E-06	1.72E-06	1	481872102001035, 481872102001032, 481872102001028, 481872102001034, 481872102001030, 481872102001029
481872102001032	55	55	25	10	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74E-06	1.74E-06	1	481872102001027, 481872102001031, 481872102001033, 481872102001028, 481872102001034
481872101001018	124	113	78	21	0	0	0	14	11	9	3	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68E-06	3.68E-06	0.9999999999	481872101001015, 481872101001022, 481872101001020, 481872101001017, 481872101001014, 481872101001019, 481872101001016, 481872101001021
481872101002029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.04E-07	6.04E-07	0.9999999999	481872101002030, 481872101002011, 481872101002028, 481872101002031
481872101003009	36	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54E-06	2.54E-06	1	481872101002037, 481872101003011, 481872102003000, 481872101003010, 481872101003012, 481872101002038, 481872102002023, 481872101003008
481872101002032	51	51	36	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55E-06	2.55E-06	1	481872101002036, 481872101002026, 481872101002037, 481872101002033, 481872101002027, 481872101002038, 481872101002028, 481872101002031
481872101002026	26	26	18	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04E-06	1.04E-06	0.9999999999	481872101002032, 481872101002013, 481872101002033, 481872101002034, 481872101002027, 481872101002015, 481872101002016, 481872101002025
481872101003015	33	33	24	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77E-06	1.77E-06	1	481872101003005, 481872101003013, 481872101003019, 481872101003016, 481872101003018, 481872101003017, 481872101003014, 481872101003006
481872102004024	13	13	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.21E-07	9.21E-07	1	481872102004032, 481872102004033, 481872102004018, 481872102004023, 481872102004017, 481872102004019
481872103005052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.08E-07	6.08E-07	0.9999999999	481872103005032, 481872103005033, 481872103004009, 481872103005051, 481872103005053, 481872103004008
481872103005033	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.34E-07	6.34E-07	1	481872103005032, 481872103005052, 481872103005018, 481872103005034, 481872103005017, 481872103005051, 481872103005031, 481872103005050
481872103004007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.49E-07	6.49E-07	1	481872103004017, 481872103004015, 481872103005051, 481872103004016, 481872103005049, 481872103004008, 481872103005050, 481872103004006
481872101003022	28	28	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.27E-07	8.27E-07	1	481872101003020, 481872101003019, 481872101004008, 481872101003021, 481872101004007, 481872101003023, 481872101004009
481872101004050	35	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79E-06	1.79E-06	1	481872101004043, 481872101004055, 481872101004037, 481872102004022, 481872102004021, 481872102004030, 481872101004052, 481872101004051
481872101004036	7	7	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36E-07	5.36E-07	1	481872101004043, 481872101004037, 481872101004011, 481872101004012, 481872101004010, 481872101004035, 481872101004042
481872101004043	17	16	15	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63E-07	5.63E-07	1	481872101004050, 481872101004036, 481872101004037, 481872101004051, 481872101004035, 481872101004042
481872101003019	16	16	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.82E-07	7.82E-07	1	481872101003020, 481872101003015, 481872101003022, 481872101003011, 481872101003018, 481872101003023, 481872101003014
481872101004006	37	37	34	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51E-06	1.51E-06	0.9999999999	481872101004014, 481872101004007, 481872101003018, 481872101003023, 481872101004015, 481872101003017, 481872101004005, 481872101004013
481872101004041	4	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01E-07	6.01E-07	1	481872101004045, 481872101004033, 481872101004034, 481872101004040, 481872101004044, 481872101004035, 481872101004042
481872103005035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.26E-07	6.26E-07	1	481872103005018, 481872103005034, 481872103005021, 481872103005049, 481872103005036, 481872103005048, 481872103005050, 481872103005022
481872103004026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.41E-07	6.41E-07	1	481872103004017, 481872103004018, 481872103004030, 481872103004029, 481872103004025, 481872103004019, 481872103004027, 481872103004028
481872103005044	16	16	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17E-06	1.17E-06	0.9999999999	481872103005039, 481872103004001, 481872103005043, 481872103004002, 481872103004000, 481872103005040, 481872103005045
481872108012018	41	41	24	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42E-06	4.42E-06	1	481872108012010, 481872108012023, 481872108012028, 481872108012019, 481872108012024, 481872108012027, 481872108012017, 481872108012016
481872101004038	23	23	19	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24E-06	1.24E-06	1	481872101004046, 481872101004048, 481872101004030, 481872101004029, 481872101004049, 481872101004047, 481872101004039
481872101004031	11	11	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.62E-07	8.62E-07	1	481872101004030, 481872101004017, 481872101004015, 481872101004032, 481872101004016, 481872101004039
481872101004017	40	40	32	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64E-06	2.64E-06	1	481872101004002, 481872101004030, 481872101004003, 481872101004027, 481872101004031, 481872101004028, 481872101004029, 481872101004018, 481872101004004, 481872101004016
481872101004001	21	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19E-06	1.19E-06	1	481872101003030, 481872101004002, 481872101003029, 481872101004020, 481872101004000, 481872101004018, 481872101004019, 481872101003031
481872104002010	27	27	22	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32E-06	1.32E-06	1	481872104002013, 481872104002011, 481872104002009, 481872104002022, 481872104002023, 481872104002015, 481872104002017, 481872104002012, 481872104002014
481872101004025	19	19	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34E-06	1.34E-06	1	481872101004024, 481872104002011, 481872101004023, 481872101004026, 481872104001004, 481872104002012
481872103002040	36	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.67E-07	7.67E-07	1	481872103002034, 481872103002039, 481872103002008, 481872103002007
481872103004038	47	47	30	9	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80E-06	1.80E-06	1	481872103004035, 481872103004036, 481872103004034, 481872103004037, 481872103004039, 481872103004041, 481872103004042, 481872103004040
481872108041040	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36E-06	3.79E-07	0.2779609629	481872108031016, 481872108031017, 481872108041041, 481872108041023, 481872108041022
481872108041031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26E-07	1.14E-07	0.9080427295	481872108041024, 481872108041000, 481872108041030, 481872108041004, 481872108041029, 481872108041032
481872108041030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.62E-07	9.62E-07	1	481872108041031, 481872108041055, 481872108011035, 481872105041078, 481872105041088, 481872108011023, 481872108011024, 481872108041046, 481872108041045, 481872108041029, 481872108041032, 481872108031000, 481872108011034
481872108041055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.54E-07	8.54E-07	0.9999999995	481872108041043, 481872108041030, 481872108011035, 481872108041046, 481872108041045, 481872108041023, 481872108031000
481872101001004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32E-06	1.32E-06	1	481872101001009, 481872101001005, 481872101001001, 481872101001003, 481872101001000
481872109021047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36E-06	1.36E-06	1	481872108011090, 481872109021030, 481872108011089, 481872108012029, 481872108012030, 481872108011091, 481872109021048
481872108011012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65E-07	3.65E-07	1	481872108011027, 481872108011005, 481872108011011, 481872108011028, 481872103001006, 481872102002033
481872108011009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11E-07	1.11E-07	1.000000001	481872108011005, 481872108011008, 481872108011007
481872102002027	14	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.55E-07	7.55E-07	1	481872102003010, 481872102002016, 481872102002031, 481872102003009, 481872102002013, 481872102002028, 481872102003008
481872103001007	54	54	46	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-06	2.00E-06	0.9999999999	481872103001008, 481872103001002, 481872103001003, 481872103001000
481872103003007	67	64	61	0	0	0	0	3	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22E-06	3.22E-06	1	481872103003005, 481872103003002, 481872103003009
481872103003010	50	49	47	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14E-06	2.14E-06	1	481872103003001, 481872103003002, 481872103003009, 481872103003011, 481872103003016
481872102003020	58	58	37	4	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13E-06	1.13E-06	1	481872102003025, 481872102003007, 481872102003024, 481872102003017, 481872102003021, 481872102003019, 481872102003023
481872103001024	14	14	5	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.02E-07	8.02E-07	1	481872103001019, 481872103001025, 481872103001023, 481872103001000, 481872103001026
481872103003019	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28E-07	3.28E-07	0.9999999999	481872103002027, 481872103002026, 481872103003020, 481872103003014, 481872103003018, 481872103002016
481872103002027	8	8	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78E-07	2.78E-07	1	481872103003019, 481872103002026, 481872103003020, 481872103003014, 481872103002016
481872108013006	71	71	68	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47E-05	2.47E-05	1	481872108013013, 481872108013023, 481872108013011, 481872108013005, 481872108013007, 481872108013012, 481872108013021, 481872108013010, 481872108013008, 481872108013009, 481872108013015, 481872108013001
481872103002019	11	11	8	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.90E-07	9.90E-07	1	481872103002020, 481872103002018, 481872103002010, 481872103002009, 481872103002008, 481872103002021
481872105041048	85	78	63	0	3	1	0	11	7	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72E-05	2.72E-05	1	481872105041046, 481872105041062, 481872105041049, 481872105041044, 481872105041047
481872108012029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59E-07	9.59E-07	0.9999999999	481872108012014, 481872109021047, 481872108012015, 481872108012030, 481872108011091, 481872109021048, 481872108011079
481872108012022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-06	1.00E-06	1	481872108012020, 481872108013026, 481872108012004, 481872108012021
